case_id,scope,origen,t_s,evento,etapa,detalle
GEN-17,general,backend,2026-08-08T00:01:58.774294879Z,llm_chat.candidate_selected,,
GEN-17,general,backend,2026-08-08T00:01:58.790868718Z,llm_chat.completed,,
SEL-01,selected_hemogram,cliente_sse,0.152,start,,
SEL-01,selected_hemogram,cliente_sse,0.152,context_ready,,
SEL-01,selected_hemogram,cliente_sse,0.153,retrieval_completed,,
SEL-01,selected_hemogram,cliente_sse,0.153,generation_started,,
SEL-01,selected_hemogram,cliente_sse,15.155,heartbeat,,
SEL-01,selected_hemogram,cliente_sse,30.156,heartbeat,,
SEL-01,selected_hemogram,cliente_sse,45.156,heartbeat,,
SEL-01,selected_hemogram,cliente_sse,60.157,heartbeat,,
SEL-01,selected_hemogram,cliente_sse,67.274,status,validating,
SEL-01,selected_hemogram,cliente_sse,67.307,final,,
SEL-01,selected_hemogram,cliente_sse,67.307,done,,
SEL-01,selected_hemogram,backend,2026-08-08T00:02:01.932991444Z,llm_chat.turn_guard,,
SEL-01,selected_hemogram,backend,2026-08-08T00:02:01.934728954Z,llm_chat.routed,,database_generation/selected_value
SEL-01,selected_hemogram,backend,2026-08-08T00:02:01.937868354Z,llm_chat.clinical_claim_scope,,
SEL-01,selected_hemogram,backend,2026-08-08T00:02:01.937938234Z,llm_chat.response_plan,,
SEL-01,selected_hemogram,backend,2026-08-08T00:02:01.943310923Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=1
SEL-01,selected_hemogram,backend,2026-08-08T00:02:01.943661713Z,llm_chat.queue_acquired,,
SEL-01,selected_hemogram,backend,2026-08-08T00:03:09.043262495Z,llm_chat.perf,,
SEL-01,selected_hemogram,backend,2026-08-08T00:03:09.064958033Z,llm_chat.validation,,valid/ok/
SEL-01,selected_hemogram,backend,2026-08-08T00:03:09.065007584Z,llm_chat.candidate_selected,,
SEL-01,selected_hemogram,backend,2026-08-08T00:03:09.097032572Z,llm_chat.completed,,
SEL-02,selected_hemogram,cliente_sse,0.153,start,,
SEL-02,selected_hemogram,cliente_sse,0.154,context_ready,,
SEL-02,selected_hemogram,cliente_sse,0.154,retrieval_completed,,
SEL-02,selected_hemogram,cliente_sse,0.154,generation_started,,
SEL-02,selected_hemogram,cliente_sse,15.155,heartbeat,,
SEL-02,selected_hemogram,cliente_sse,30.154,heartbeat,,
SEL-02,selected_hemogram,cliente_sse,31.671,status,validating,
SEL-02,selected_hemogram,cliente_sse,31.701,final,,
SEL-02,selected_hemogram,cliente_sse,31.701,done,,
SEL-02,selected_hemogram,backend,2026-08-08T00:03:12.243139597Z,llm_chat.turn_guard,,
SEL-02,selected_hemogram,backend,2026-08-08T00:03:12.244667877Z,llm_chat.routed,,conversational_generation/pet_profile_allowed
SEL-02,selected_hemogram,backend,2026-08-08T00:03:12.247344437Z,llm_chat.clinical_claim_scope,,
SEL-02,selected_hemogram,backend,2026-08-08T00:03:12.247383427Z,llm_chat.response_plan,,
SEL-02,selected_hemogram,backend,2026-08-08T00:03:12.252787396Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=1
SEL-02,selected_hemogram,backend,2026-08-08T00:03:12.253208436Z,llm_chat.queue_acquired,,
SEL-02,selected_hemogram,backend,2026-08-08T00:03:43.751446500Z,llm_chat.perf,,
SEL-02,selected_hemogram,backend,2026-08-08T00:03:43.770277599Z,llm_chat.validation,,valid/ok/
SEL-02,selected_hemogram,backend,2026-08-08T00:03:43.770333239Z,llm_chat.candidate_selected,,
SEL-02,selected_hemogram,backend,2026-08-08T00:03:43.799447547Z,llm_chat.completed,,
SEL-03,selected_hemogram,cliente_sse,0.159,start,,
SEL-03,selected_hemogram,cliente_sse,0.16,context_ready,,
SEL-03,selected_hemogram,cliente_sse,0.16,status,retrieving,
SEL-03,selected_hemogram,cliente_sse,0.393,retrieval_completed,,
SEL-03,selected_hemogram,cliente_sse,0.394,generation_started,,
SEL-03,selected_hemogram,cliente_sse,15.395,heartbeat,,
SEL-03,selected_hemogram,cliente_sse,30.396,heartbeat,,
SEL-03,selected_hemogram,cliente_sse,45.399,heartbeat,,
SEL-03,selected_hemogram,cliente_sse,60.401,heartbeat,,
SEL-03,selected_hemogram,cliente_sse,75.4,heartbeat,,
SEL-03,selected_hemogram,cliente_sse,87.219,status,validating,
SEL-03,selected_hemogram,cliente_sse,87.22,status,repairing,
SEL-03,selected_hemogram,cliente_sse,102.22,heartbeat,,
SEL-03,selected_hemogram,cliente_sse,117.221,heartbeat,,
SEL-03,selected_hemogram,cliente_sse,132.248,heartbeat,,
SEL-03,selected_hemogram,cliente_sse,147.223,heartbeat,,
SEL-03,selected_hemogram,cliente_sse,162.224,heartbeat,,
SEL-03,selected_hemogram,cliente_sse,177.224,heartbeat,,
SEL-03,selected_hemogram,cliente_sse,181.764,error,,
SEL-03,selected_hemogram,backend,2026-08-08T00:03:46.955624530Z,llm_chat.turn_guard,,
SEL-03,selected_hemogram,backend,2026-08-08T00:03:46.957246340Z,llm_chat.routed,,database_rag_generation/full_hemogram_summary
SEL-03,selected_hemogram,backend,2026-08-08T00:03:46.961118910Z,llm_chat.clinical_claim_scope,,
SEL-03,selected_hemogram,backend,2026-08-08T00:03:46.961187540Z,llm_chat.response_plan,,
SEL-03,selected_hemogram,backend,2026-08-08T00:03:47.194991664Z,llm_chat.generation_config,,hemogram_full_interpretation temp=0.3 attempt=1
SEL-03,selected_hemogram,backend,2026-08-08T00:03:47.195323514Z,llm_chat.queue_acquired,,
SEL-03,selected_hemogram,backend,2026-08-08T00:05:13.977259428Z,llm_chat.perf,,
SEL-03,selected_hemogram,backend,2026-08-08T00:05:14.021537245Z,llm_chat.validation,,invalid/ambiguous_parameter_claim/ambiguous_parameter_claim:neu
SEL-03,selected_hemogram,backend,2026-08-08T00:05:14.021590885Z,llm_chat.regeneration,,
SEL-03,selected_hemogram,backend,2026-08-08T00:05:14.038016684Z,llm_chat.generation_config,,hemogram_full_interpretation_structured_repair temp=0.1 attempt=2
SEL-03,selected_hemogram,backend,2026-08-08T00:05:14.038238634Z,llm_chat.queue_acquired,,
SEL-03,selected_hemogram,backend,2026-08-08T00:06:25.250127589Z,llm_chat.perf,,
SEL-03,selected_hemogram,backend,2026-08-08T00:06:25.250590919Z,llm_chat.validation,,invalid/structured_schema_invalid/patient_fact_ids_missing
SEL-03,selected_hemogram,backend,2026-08-08T00:06:25.254602109Z,llm_chat.last_resort,,
SEL-03,selected_hemogram,backend,2026-08-08T00:06:25.254735149Z,llm_chat.generation_config,,hemogram_full_interpretation temp=0.3 attempt=3
SEL-03,selected_hemogram,backend,2026-08-08T00:06:25.254749379Z,llm_chat.queue_acquired,,
SEL-03,selected_hemogram,backend,2026-08-08T00:06:48.545247804Z,llm_chat.perf,,
SEL-03,selected_hemogram,backend,2026-08-08T00:06:48.545673384Z,llm_chat.validation,,invalid/structured_schema_invalid/policy_rule_id_missing
SEL-03,selected_hemogram,backend,2026-08-08T00:06:48.567299793Z,llm_chat.terminal_error,,generation_repair_failed
SEL-04,selected_hemogram,cliente_sse,0.152,start,,
SEL-04,selected_hemogram,cliente_sse,0.152,context_ready,,
SEL-04,selected_hemogram,cliente_sse,0.153,retrieval_completed,,
SEL-04,selected_hemogram,cliente_sse,0.153,generation_started,,
SEL-04,selected_hemogram,cliente_sse,15.156,heartbeat,,
SEL-04,selected_hemogram,cliente_sse,30.157,heartbeat,,
SEL-04,selected_hemogram,cliente_sse,45.158,heartbeat,,
SEL-04,selected_hemogram,cliente_sse,46.836,status,validating,
SEL-04,selected_hemogram,cliente_sse,46.859,final,,
SEL-04,selected_hemogram,cliente_sse,46.859,done,,
SEL-04,selected_hemogram,backend,2026-08-08T00:06:51.708578161Z,llm_chat.turn_guard,,
SEL-04,selected_hemogram,backend,2026-08-08T00:06:51.710019291Z,llm_chat.routed,,database_generation/selected_value
SEL-04,selected_hemogram,backend,2026-08-08T00:06:51.712764870Z,llm_chat.clinical_claim_scope,,
SEL-04,selected_hemogram,backend,2026-08-08T00:06:51.712811061Z,llm_chat.response_plan,,
SEL-04,selected_hemogram,backend,2026-08-08T00:06:51.718391620Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=1
SEL-04,selected_hemogram,backend,2026-08-08T00:06:51.718881860Z,llm_chat.queue_acquired,,
SEL-04,selected_hemogram,backend,2026-08-08T00:07:38.374356671Z,llm_chat.perf,,
SEL-04,selected_hemogram,backend,2026-08-08T00:07:38.399037270Z,llm_chat.validation,,valid/ok/
SEL-04,selected_hemogram,backend,2026-08-08T00:07:38.399084230Z,llm_chat.candidate_selected,,
SEL-04,selected_hemogram,backend,2026-08-08T00:07:38.421460588Z,llm_chat.completed,,
SEL-05,selected_hemogram,cliente_sse,0.156,start,,
SEL-05,selected_hemogram,cliente_sse,0.157,context_ready,,
SEL-05,selected_hemogram,cliente_sse,0.157,retrieval_completed,,
SEL-05,selected_hemogram,cliente_sse,0.157,generation_started,,
SEL-05,selected_hemogram,cliente_sse,15.159,heartbeat,,
SEL-05,selected_hemogram,cliente_sse,30.16,heartbeat,,
SEL-05,selected_hemogram,cliente_sse,45.161,heartbeat,,
SEL-05,selected_hemogram,cliente_sse,58.561,status,validating,
SEL-05,selected_hemogram,cliente_sse,58.587,final,,
SEL-05,selected_hemogram,cliente_sse,58.588,done,,
SEL-05,selected_hemogram,backend,2026-08-08T00:07:41.572073590Z,llm_chat.turn_guard,,
SEL-05,selected_hemogram,backend,2026-08-08T00:07:41.573871220Z,llm_chat.routed,,database_generation/selected_value
SEL-05,selected_hemogram,backend,2026-08-08T00:07:41.576815669Z,llm_chat.clinical_claim_scope,,
SEL-05,selected_hemogram,backend,2026-08-08T00:07:41.576913840Z,llm_chat.response_plan,,
SEL-05,selected_hemogram,backend,2026-08-08T00:07:41.582180309Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=1
SEL-05,selected_hemogram,backend,2026-08-08T00:07:41.582726869Z,llm_chat.queue_acquired,,
SEL-05,selected_hemogram,backend,2026-08-08T00:08:39.949014302Z,llm_chat.perf,,
SEL-05,selected_hemogram,backend,2026-08-08T00:08:39.983945710Z,llm_chat.validation,,valid/ok/
SEL-05,selected_hemogram,backend,2026-08-08T00:08:39.984048990Z,llm_chat.candidate_selected,,
SEL-05,selected_hemogram,backend,2026-08-08T00:08:40.012341188Z,llm_chat.completed,,
SEL-06,selected_hemogram,cliente_sse,0.151,start,,
SEL-06,selected_hemogram,cliente_sse,0.151,context_ready,,
SEL-06,selected_hemogram,cliente_sse,0.152,retrieval_completed,,
SEL-06,selected_hemogram,cliente_sse,0.152,generation_started,,
SEL-06,selected_hemogram,cliente_sse,15.156,heartbeat,,
SEL-06,selected_hemogram,cliente_sse,30.155,heartbeat,,
SEL-06,selected_hemogram,cliente_sse,36.66,status,validating,
SEL-06,selected_hemogram,cliente_sse,36.66,status,repairing,
SEL-06,selected_hemogram,cliente_sse,51.66,heartbeat,,
SEL-06,selected_hemogram,cliente_sse,66.66,heartbeat,,
SEL-06,selected_hemogram,cliente_sse,81.661,heartbeat,,
SEL-06,selected_hemogram,cliente_sse,91.745,error,,
SEL-06,selected_hemogram,backend,2026-08-08T00:08:43.154523035Z,llm_chat.turn_guard,,
SEL-06,selected_hemogram,backend,2026-08-08T00:08:43.156030715Z,llm_chat.routed,,database_generation/selected_value
SEL-06,selected_hemogram,backend,2026-08-08T00:08:43.158511465Z,llm_chat.clinical_claim_scope,,
SEL-06,selected_hemogram,backend,2026-08-08T00:08:43.158637015Z,llm_chat.response_plan,,
SEL-06,selected_hemogram,backend,2026-08-08T00:08:43.163959144Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=1
SEL-06,selected_hemogram,backend,2026-08-08T00:08:43.164435785Z,llm_chat.queue_acquired,,
SEL-06,selected_hemogram,backend,2026-08-08T00:09:19.649732018Z,llm_chat.perf,,
SEL-06,selected_hemogram,backend,2026-08-08T00:09:19.672152407Z,llm_chat.validation,,"repairable/missing_required_clinical_facts/WBC:reference_min,WBC:reference_max,WBC:flag"
SEL-06,selected_hemogram,backend,2026-08-08T00:09:19.672224697Z,llm_chat.regeneration,,
SEL-06,selected_hemogram,backend,2026-08-08T00:09:19.683990666Z,llm_chat.generation_config,,hemogram_interpretation_structured_repair temp=0.1 attempt=2
SEL-06,selected_hemogram,backend,2026-08-08T00:09:19.684033006Z,llm_chat.queue_acquired,,
SEL-06,selected_hemogram,backend,2026-08-08T00:09:47.219894697Z,llm_chat.perf,,
SEL-06,selected_hemogram,backend,2026-08-08T00:09:47.227926696Z,llm_chat.validation,,"repairable/missing_required_clinical_facts/WBC:reference_min,WBC:reference_max"
SEL-06,selected_hemogram,backend,2026-08-08T00:09:47.231910246Z,llm_chat.last_resort,,
SEL-06,selected_hemogram,backend,2026-08-08T00:09:47.231992286Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=3
SEL-06,selected_hemogram,backend,2026-08-08T00:09:47.232174856Z,llm_chat.queue_acquired,,
SEL-06,selected_hemogram,backend,2026-08-08T00:10:14.739098882Z,llm_chat.perf,,
SEL-06,selected_hemogram,backend,2026-08-08T00:10:14.739699782Z,llm_chat.validation,,invalid/structured_schema_invalid/policy_rule_id_missing
SEL-06,selected_hemogram,backend,2026-08-08T00:10:14.758097840Z,llm_chat.terminal_error,,generation_repair_failed
SEL-07,selected_hemogram,cliente_sse,0.143,start,,
SEL-07,selected_hemogram,cliente_sse,0.146,context_ready,,
SEL-07,selected_hemogram,cliente_sse,0.146,retrieval_completed,,
SEL-07,selected_hemogram,cliente_sse,0.147,generation_started,,
SEL-07,selected_hemogram,cliente_sse,15.145,heartbeat,,
SEL-07,selected_hemogram,cliente_sse,30.146,heartbeat,,
SEL-07,selected_hemogram,cliente_sse,35.674,status,validating,
SEL-07,selected_hemogram,cliente_sse,35.674,status,repairing,
SEL-07,selected_hemogram,cliente_sse,50.674,heartbeat,,
SEL-07,selected_hemogram,cliente_sse,65.675,heartbeat,,
SEL-07,selected_hemogram,cliente_sse,80.676,heartbeat,,
SEL-07,selected_hemogram,cliente_sse,84.849,final,,
SEL-07,selected_hemogram,cliente_sse,84.849,done,,
SEL-07,selected_hemogram,backend,2026-08-08T00:10:17.891050043Z,llm_chat.turn_guard,,
SEL-07,selected_hemogram,backend,2026-08-08T00:10:17.892538383Z,llm_chat.routed,,database_generation/selected_value
SEL-07,selected_hemogram,backend,2026-08-08T00:10:17.895204253Z,llm_chat.clinical_claim_scope,,
SEL-07,selected_hemogram,backend,2026-08-08T00:10:17.895346533Z,llm_chat.response_plan,,
SEL-07,selected_hemogram,backend,2026-08-08T00:10:17.900629392Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=1
SEL-07,selected_hemogram,backend,2026-08-08T00:10:17.901146382Z,llm_chat.queue_acquired,,
SEL-07,selected_hemogram,backend,2026-08-08T00:10:53.414934194Z,llm_chat.perf,,
SEL-07,selected_hemogram,backend,2026-08-08T00:10:53.431922812Z,llm_chat.validation,,"repairable/missing_required_clinical_facts/RBC:value,RBC:unit"
SEL-07,selected_hemogram,backend,2026-08-08T00:10:53.431969192Z,llm_chat.regeneration,,
SEL-07,selected_hemogram,backend,2026-08-08T00:10:53.445666161Z,llm_chat.generation_config,,hemogram_interpretation_structured_repair temp=0.1 attempt=2
SEL-07,selected_hemogram,backend,2026-08-08T00:10:53.445717751Z,llm_chat.queue_acquired,,
SEL-07,selected_hemogram,backend,2026-08-08T00:11:21.889589141Z,llm_chat.perf,,
SEL-07,selected_hemogram,backend,2026-08-08T00:11:21.896028010Z,llm_chat.validation,,"repairable/missing_required_clinical_facts/RBC:value,RBC:unit"
SEL-07,selected_hemogram,backend,2026-08-08T00:11:21.900518220Z,llm_chat.last_resort,,
SEL-07,selected_hemogram,backend,2026-08-08T00:11:21.900522710Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=3
SEL-07,selected_hemogram,backend,2026-08-08T00:11:21.900933800Z,llm_chat.queue_acquired,,
SEL-07,selected_hemogram,backend,2026-08-08T00:11:42.574079815Z,llm_chat.perf,,
SEL-07,selected_hemogram,backend,2026-08-08T00:11:42.578657164Z,llm_chat.validation,,valid/ok/
SEL-07,selected_hemogram,backend,2026-08-08T00:11:42.578711704Z,llm_chat.candidate_selected,,
SEL-07,selected_hemogram,backend,2026-08-08T00:11:42.605428212Z,llm_chat.completed,,
SEL-08,selected_hemogram,cliente_sse,0.151,start,,
SEL-08,selected_hemogram,cliente_sse,0.152,context_ready,,
SEL-08,selected_hemogram,cliente_sse,0.152,retrieval_completed,,
SEL-08,selected_hemogram,cliente_sse,0.152,generation_started,,
SEL-08,selected_hemogram,cliente_sse,15.153,heartbeat,,
SEL-08,selected_hemogram,cliente_sse,29.148,status,validating,
SEL-08,selected_hemogram,cliente_sse,29.148,status,repairing,
SEL-08,selected_hemogram,cliente_sse,44.15,heartbeat,,
SEL-08,selected_hemogram,cliente_sse,59.15,heartbeat,,
SEL-08,selected_hemogram,cliente_sse,74.151,heartbeat,,
SEL-08,selected_hemogram,cliente_sse,77.387,error,,
SEL-08,selected_hemogram,backend,2026-08-08T00:11:45.747139028Z,llm_chat.turn_guard,,
SEL-08,selected_hemogram,backend,2026-08-08T00:11:45.748435518Z,llm_chat.routed,,database_generation/selected_value
SEL-08,selected_hemogram,backend,2026-08-08T00:11:45.750963088Z,llm_chat.clinical_claim_scope,,
SEL-08,selected_hemogram,backend,2026-08-08T00:11:45.751089779Z,llm_chat.response_plan,,
SEL-08,selected_hemogram,backend,2026-08-08T00:11:45.756409438Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=1
SEL-08,selected_hemogram,backend,2026-08-08T00:11:45.756899918Z,llm_chat.queue_acquired,,
SEL-08,selected_hemogram,backend,2026-08-08T00:12:14.728723978Z,llm_chat.perf,,
SEL-08,selected_hemogram,backend,2026-08-08T00:12:14.755096247Z,llm_chat.validation,,"repairable/missing_required_clinical_facts/PLT:value,PLT:unit"
SEL-08,selected_hemogram,backend,2026-08-08T00:12:14.755147256Z,llm_chat.regeneration,,
SEL-08,selected_hemogram,backend,2026-08-08T00:12:14.769802446Z,llm_chat.generation_config,,hemogram_interpretation_structured_repair temp=0.1 attempt=2
SEL-08,selected_hemogram,backend,2026-08-08T00:12:14.769917156Z,llm_chat.queue_acquired,,
SEL-08,selected_hemogram,backend,2026-08-08T00:12:39.783604784Z,llm_chat.perf,,
SEL-08,selected_hemogram,backend,2026-08-08T00:12:39.789510764Z,llm_chat.validation,,"repairable/missing_required_clinical_facts/PLT:value,PLT:unit"
SEL-08,selected_hemogram,backend,2026-08-08T00:12:39.793611064Z,llm_chat.last_resort,,
SEL-08,selected_hemogram,backend,2026-08-08T00:12:39.793958693Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=3
SEL-08,selected_hemogram,backend,2026-08-08T00:12:39.794005133Z,llm_chat.queue_acquired,,
SEL-08,selected_hemogram,backend,2026-08-08T00:13:02.970043027Z,llm_chat.perf,,
SEL-08,selected_hemogram,backend,2026-08-08T00:13:02.970505046Z,llm_chat.validation,,invalid/structured_schema_invalid/policy_rule_id_missing
SEL-08,selected_hemogram,backend,2026-08-08T00:13:02.993412075Z,llm_chat.terminal_error,,generation_repair_failed
SEL-09,selected_hemogram,cliente_sse,0.151,start,,
SEL-09,selected_hemogram,cliente_sse,0.152,context_ready,,
SEL-09,selected_hemogram,cliente_sse,0.152,retrieval_completed,,
SEL-09,selected_hemogram,cliente_sse,0.152,generation_started,,
SEL-09,selected_hemogram,cliente_sse,15.154,heartbeat,,
SEL-09,selected_hemogram,cliente_sse,30.155,heartbeat,,
SEL-09,selected_hemogram,cliente_sse,40.872,status,validating,
SEL-09,selected_hemogram,cliente_sse,40.872,status,repairing,
SEL-09,selected_hemogram,cliente_sse,55.872,heartbeat,,
SEL-09,selected_hemogram,cliente_sse,70.873,heartbeat,,
SEL-09,selected_hemogram,cliente_sse,85.875,heartbeat,,
SEL-09,selected_hemogram,cliente_sse,100.874,heartbeat,,
SEL-09,selected_hemogram,cliente_sse,106.917,error,,
SEL-09,selected_hemogram,backend,2026-08-08T00:13:06.135293329Z,llm_chat.turn_guard,,
SEL-09,selected_hemogram,backend,2026-08-08T00:13:06.136918789Z,llm_chat.routed,,database_generation/selected_value
SEL-09,selected_hemogram,backend,2026-08-08T00:13:06.139414049Z,llm_chat.clinical_claim_scope,,
SEL-09,selected_hemogram,backend,2026-08-08T00:13:06.139506169Z,llm_chat.response_plan,,
SEL-09,selected_hemogram,backend,2026-08-08T00:13:06.144719879Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=1
SEL-09,selected_hemogram,backend,2026-08-08T00:13:06.145122189Z,llm_chat.queue_acquired,,
SEL-09,selected_hemogram,backend,2026-08-08T00:13:46.854908542Z,llm_chat.perf,,
SEL-09,selected_hemogram,backend,2026-08-08T00:13:46.864969341Z,llm_chat.validation,,invalid/structured_schema_invalid/parametric_fact_ids_forbidden
SEL-09,selected_hemogram,backend,2026-08-08T00:13:46.865053361Z,llm_chat.regeneration,,
SEL-09,selected_hemogram,backend,2026-08-08T00:13:46.879515841Z,llm_chat.generation_config,,hemogram_interpretation_structured_repair temp=0.1 attempt=2
SEL-09,selected_hemogram,backend,2026-08-08T00:13:46.879557550Z,llm_chat.queue_acquired,,
SEL-09,selected_hemogram,backend,2026-08-08T00:14:25.787042320Z,llm_chat.perf,,
SEL-09,selected_hemogram,backend,2026-08-08T00:14:25.787912760Z,llm_chat.validation,,invalid/structured_schema_invalid/parametric_fact_ids_forbidden
SEL-09,selected_hemogram,backend,2026-08-08T00:14:25.792330840Z,llm_chat.last_resort,,
SEL-09,selected_hemogram,backend,2026-08-08T00:14:25.792446620Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=3
SEL-09,selected_hemogram,backend,2026-08-08T00:14:25.792791330Z,llm_chat.queue_acquired,,
SEL-09,selected_hemogram,backend,2026-08-08T00:14:52.886458970Z,llm_chat.perf,,
SEL-09,selected_hemogram,backend,2026-08-08T00:14:52.886916550Z,llm_chat.validation,,invalid/structured_schema_invalid/policy_rule_id_missing
SEL-09,selected_hemogram,backend,2026-08-08T00:14:52.909897719Z,llm_chat.terminal_error,,generation_repair_failed
SEL-10,selected_hemogram,cliente_sse,0.151,start,,
SEL-10,selected_hemogram,cliente_sse,0.152,context_ready,,
SEL-10,selected_hemogram,cliente_sse,0.152,retrieval_completed,,
SEL-10,selected_hemogram,cliente_sse,0.153,generation_started,,
SEL-10,selected_hemogram,cliente_sse,15.153,heartbeat,,
SEL-10,selected_hemogram,cliente_sse,29.927,status,validating,
SEL-10,selected_hemogram,cliente_sse,29.928,status,repairing,
SEL-10,selected_hemogram,cliente_sse,44.929,heartbeat,,
SEL-10,selected_hemogram,cliente_sse,50.934,final,,
SEL-10,selected_hemogram,cliente_sse,50.935,done,,
SEL-10,selected_hemogram,backend,2026-08-08T00:14:56.050512902Z,llm_chat.turn_guard,,
SEL-10,selected_hemogram,backend,2026-08-08T00:14:56.051875502Z,llm_chat.routed,,database_generation/selected_value
SEL-10,selected_hemogram,backend,2026-08-08T00:14:56.054223411Z,llm_chat.clinical_claim_scope,,
SEL-10,selected_hemogram,backend,2026-08-08T00:14:56.054400952Z,llm_chat.response_plan,,
SEL-10,selected_hemogram,backend,2026-08-08T00:14:56.059920181Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=1
SEL-10,selected_hemogram,backend,2026-08-08T00:14:56.061027311Z,llm_chat.queue_acquired,,
SEL-10,selected_hemogram,backend,2026-08-08T00:15:25.827563970Z,llm_chat.perf,,
SEL-10,selected_hemogram,backend,2026-08-08T00:15:25.837397580Z,llm_chat.validation,,invalid/structured_schema_invalid/policy_rule_id_missing
SEL-10,selected_hemogram,backend,2026-08-08T00:15:25.837444240Z,llm_chat.regeneration,,
SEL-10,selected_hemogram,backend,2026-08-08T00:15:25.851734379Z,llm_chat.generation_config,,hemogram_interpretation_structured_repair temp=0.1 attempt=2
SEL-10,selected_hemogram,backend,2026-08-08T00:15:25.851949259Z,llm_chat.queue_acquired,,
SEL-10,selected_hemogram,backend,2026-08-08T00:15:46.812865973Z,llm_chat.perf,,
SEL-10,selected_hemogram,backend,2026-08-08T00:15:46.817131302Z,llm_chat.validation,,valid/ok/
SEL-10,selected_hemogram,backend,2026-08-08T00:15:46.817174062Z,llm_chat.candidate_selected,,
SEL-10,selected_hemogram,backend,2026-08-08T00:15:46.843462651Z,llm_chat.completed,,
SEL-11,selected_hemogram,cliente_sse,0.156,start,,
SEL-11,selected_hemogram,cliente_sse,0.157,context_ready,,
SEL-11,selected_hemogram,cliente_sse,0.157,retrieval_completed,,
SEL-11,selected_hemogram,cliente_sse,0.157,generation_started,,
SEL-11,selected_hemogram,cliente_sse,15.158,heartbeat,,
SEL-11,selected_hemogram,cliente_sse,30.162,heartbeat,,
SEL-11,selected_hemogram,cliente_sse,34.803,status,validating,
SEL-11,selected_hemogram,cliente_sse,34.803,status,repairing,
SEL-11,selected_hemogram,cliente_sse,49.786,heartbeat,,
SEL-11,selected_hemogram,cliente_sse,64.787,heartbeat,,
SEL-11,selected_hemogram,cliente_sse,79.787,heartbeat,,
SEL-11,selected_hemogram,cliente_sse,94.788,heartbeat,,
SEL-11,selected_hemogram,cliente_sse,102.13,error,,
SEL-11,selected_hemogram,backend,2026-08-08T00:15:49.992243359Z,llm_chat.turn_guard,,
SEL-11,selected_hemogram,backend,2026-08-08T00:15:49.993751729Z,llm_chat.routed,,database_generation/selected_value
SEL-11,selected_hemogram,backend,2026-08-08T00:15:49.996125249Z,llm_chat.clinical_claim_scope,,
SEL-11,selected_hemogram,backend,2026-08-08T00:15:49.996166299Z,llm_chat.response_plan,,
SEL-11,selected_hemogram,backend,2026-08-08T00:15:50.001060988Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=1
SEL-11,selected_hemogram,backend,2026-08-08T00:15:50.001369438Z,llm_chat.queue_acquired,,
SEL-11,selected_hemogram,backend,2026-08-08T00:16:24.612951653Z,llm_chat.perf,,
SEL-11,selected_hemogram,backend,2026-08-08T00:16:24.630071391Z,llm_chat.validation,,invalid/ambiguous_parameter_claim/ambiguous_parameter_claim:neu
SEL-11,selected_hemogram,backend,2026-08-08T00:16:24.630139271Z,llm_chat.regeneration,,
SEL-11,selected_hemogram,backend,2026-08-08T00:16:24.643716730Z,llm_chat.generation_config,,hemogram_interpretation_structured_repair temp=0.1 attempt=2
SEL-11,selected_hemogram,backend,2026-08-08T00:16:24.643891720Z,llm_chat.queue_acquired,,
SEL-11,selected_hemogram,backend,2026-08-08T00:17:01.793782720Z,llm_chat.perf,,
SEL-11,selected_hemogram,backend,2026-08-08T00:17:01.794298620Z,llm_chat.validation,,invalid/structured_schema_invalid/patient_fact_ids_missing
SEL-11,selected_hemogram,backend,2026-08-08T00:17:01.800321050Z,llm_chat.last_resort,,
SEL-11,selected_hemogram,backend,2026-08-08T00:17:01.800461459Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=3
SEL-11,selected_hemogram,backend,2026-08-08T00:17:01.800916960Z,llm_chat.queue_acquired,,
SEL-11,selected_hemogram,backend,2026-08-08T00:17:31.957403550Z,llm_chat.perf,,
SEL-11,selected_hemogram,backend,2026-08-08T00:17:31.957973180Z,llm_chat.validation,,invalid/structured_schema_invalid/policy_rule_id_missing
SEL-11,selected_hemogram,backend,2026-08-08T00:17:31.974338828Z,llm_chat.terminal_error,,generation_repair_failed
SEL-12,selected_hemogram,cliente_sse,0.149,start,,
SEL-12,selected_hemogram,cliente_sse,0.149,context_ready,,
SEL-12,selected_hemogram,cliente_sse,0.149,retrieval_completed,,
